00300.00000000000000,00000.93048300000000,00000.03410000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000
00301.00000000000000,00000.96764300000000,00000.36014000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000
00302.00000000000000,00001.00597000000000,00000.68618000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000
00303.00000000000000,00001.04549000000000,00001.01222000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000
00304.00000000000000,00001.08623000000000,00001.33826000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000
00305.00000000000000,00001.12821000000000,00001.66430000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000
00306.00000000000000,00001.17147000000000,00001.99034000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000
00307.00000000000000,00001.21602000000000,00002.31638000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000
00308.00000000000000,00001.26188000000000,00002.64242000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000
00309.00000000000000,00001.30910000000000,00002.96846000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000
00310.00000000000000,00001.35769000000000,00003.29450000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000
00311.00000000000000,00001.40768000000000,00004.98865000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000
00312.00000000000000,00001.45910000000000,00006.68280000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000
00313.00000000000000,00001.51198000000000,00008.37695000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000
00314.00000000000000,00001.56633000000000,00010.07110000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000
00315.00000000000000,00001.62219000000000,00011.76520000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000
00316.00000000000000,00001.67959000000000,00013.45940000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000
00317.00000000000000,00001.73855000000000,00015.15350000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000
00318.00000000000000,00001.79910000000000,00016.84770000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000
00319.00000000000000,00001.86127000000000,00018.54180000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000,00000.00000000000000
